"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3367","Test Case #1 | Login with the user valid login and the valid password","","Wed Jan 29 17:09:42 GMT 2025","passed","Wed Jan 29 17:09:45 GMT 2025","","Login Page tests suite","",""
"","2352","Test Case #7 | Checking footer LinkedIn icon & link","","Wed Jan 29 17:10:06 GMT 2025","passed","Wed Jan 29 17:10:09 GMT 2025","","Inventory Page tests suite","",""
"","2302","Test Case #7 | Checking footer Facebook icon & link","","Wed Jan 29 17:10:04 GMT 2025","passed","Wed Jan 29 17:10:06 GMT 2025","","Inventory Page tests suite","",""
"","858","Test Case #6 | Sorting products due to chosen filter: ""Name (Z to A)""","","Wed Jan 29 17:09:48 GMT 2025","passed","Wed Jan 29 17:09:49 GMT 2025","","Inventory Page tests suite","",""
"","5521","Test Case #8 | Valid checkout","","Wed Jan 29 17:09:42 GMT 2025","passed","Wed Jan 29 17:09:48 GMT 2025","","Checkout Page tests suite","",""
"","14578","Test Case #7 | Checking footer Twitter icon & link","","Wed Jan 29 17:09:49 GMT 2025","passed","Wed Jan 29 17:10:04 GMT 2025","","Inventory Page tests suite","",""
"","3745","Test Case #6 | Sorting products due to chosen filter: ""Price (low to high)""","","Wed Jan 29 17:09:42 GMT 2025","passed","Wed Jan 29 17:09:46 GMT 2025","","Inventory Page tests suite","",""
"","11353","Test Case #9 | Checkout without products","","Wed Jan 29 17:09:48 GMT 2025","failed","Wed Jan 29 17:09:59 GMT 2025","","Checkout Page tests suite","",""
"","1020","Test Case #3 | Login with the user invalid login and the valid password","","Wed Jan 29 17:09:47 GMT 2025","passed","Wed Jan 29 17:09:48 GMT 2025","","Login Page tests suite","",""
"","4831","Test Case #5 | Saving cart contents after logout/login","","Wed Jan 29 17:09:42 GMT 2025","passed","Wed Jan 29 17:09:47 GMT 2025","","Cart Page tests suite","",""
"","1069","Test Case #6 | Sorting products due to chosen filter: ""Name (A to Z)""","","Wed Jan 29 17:09:47 GMT 2025","passed","Wed Jan 29 17:09:48 GMT 2025","","Inventory Page tests suite","",""
"","1247","Test Case #2 | Login with the user valid login and the invalid password","","Wed Jan 29 17:09:45 GMT 2025","passed","Wed Jan 29 17:09:47 GMT 2025","","Login Page tests suite","",""
"","1524","Test Case #6 | Sorting products due to chosen filter: ""Price (high to low)""","","Wed Jan 29 17:09:46 GMT 2025","passed","Wed Jan 29 17:09:47 GMT 2025","","Inventory Page tests suite","",""
"","1559","Test Case #4 | Check that user can logout","","Wed Jan 29 17:09:48 GMT 2025","passed","Wed Jan 29 17:09:49 GMT 2025","","Login Page tests suite","",""
