"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2045","Test Case #6 | Sorting products due to chosen filter: ""Price (low to high)""","","Wed Jan 29 20:48:26 GMT 2025","passed","Wed Jan 29 20:48:28 GMT 2025","","Inventory Page tests suite","",""
"","729","Test Case #2 | Login with the user valid login and the invalid password","","Wed Jan 29 20:48:27 GMT 2025","passed","Wed Jan 29 20:48:28 GMT 2025","","Login Page tests suite","",""
"","1202","Test Case #4 | Check that user can logout","","Wed Jan 29 20:48:29 GMT 2025","passed","Wed Jan 29 20:48:30 GMT 2025","","Login Page tests suite","",""
"","2697","Test Case #5 | Saving cart contents after logout/login","","Wed Jan 29 20:48:26 GMT 2025","passed","Wed Jan 29 20:48:28 GMT 2025","","Cart Page tests suite","",""
"","10820","Test Case #9 | Checkout without products","","Wed Jan 29 20:48:29 GMT 2025","failed","Wed Jan 29 20:48:40 GMT 2025","","Checkout Page tests suite","",""
"","1178","Test Case #7 | Checking footer Facebook icon & link","","Wed Jan 29 20:48:31 GMT 2025","passed","Wed Jan 29 20:48:32 GMT 2025","","Inventory Page tests suite","",""
"","2987","Test Case #8 | Valid checkout","","Wed Jan 29 20:48:26 GMT 2025","passed","Wed Jan 29 20:48:29 GMT 2025","","Checkout Page tests suite","",""
"","1555","Test Case #1 | Login with the user valid login and the valid password","","Wed Jan 29 20:48:26 GMT 2025","passed","Wed Jan 29 20:48:27 GMT 2025","","Login Page tests suite","",""
"","1562","Test Case #7 | Checking footer Twitter icon & link","","Wed Jan 29 20:48:30 GMT 2025","passed","Wed Jan 29 20:48:31 GMT 2025","","Inventory Page tests suite","",""
"","1657","Test Case #7 | Checking footer LinkedIn icon & link","","Wed Jan 29 20:48:32 GMT 2025","passed","Wed Jan 29 20:48:34 GMT 2025","","Inventory Page tests suite","",""
"","417","Test Case #6 | Sorting products due to chosen filter: ""Name (Z to A)""","","Wed Jan 29 20:48:29 GMT 2025","passed","Wed Jan 29 20:48:30 GMT 2025","","Inventory Page tests suite","",""
"","657","Test Case #6 | Sorting products due to chosen filter: ""Name (A to Z)""","","Wed Jan 29 20:48:29 GMT 2025","passed","Wed Jan 29 20:48:29 GMT 2025","","Inventory Page tests suite","",""
"","832","Test Case #6 | Sorting products due to chosen filter: ""Price (high to low)""","","Wed Jan 29 20:48:28 GMT 2025","passed","Wed Jan 29 20:48:29 GMT 2025","","Inventory Page tests suite","",""
"","567","Test Case #3 | Login with the user invalid login and the valid password","","Wed Jan 29 20:48:28 GMT 2025","passed","Wed Jan 29 20:48:29 GMT 2025","","Login Page tests suite","",""
