"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 29 21:04:55 GMT 2025","Wed Jan 29 21:04:57 GMT 2025","2269","","Login Page tests suite","","","","Test Case #1 | Login with the user valid login and the valid password",""
"passed","Wed Jan 29 21:05:01 GMT 2025","Wed Jan 29 21:05:03 GMT 2025","1349","","Inventory Page tests suite","","","","Test Case #7 | Checking footer Facebook icon & link",""
"passed","Wed Jan 29 21:04:55 GMT 2025","Wed Jan 29 21:04:58 GMT 2025","3576","","Checkout Page tests suite","","","","Test Case #8 | Valid checkout",""
"passed","Wed Jan 29 21:04:57 GMT 2025","Wed Jan 29 21:04:58 GMT 2025","798","","Inventory Page tests suite","","","","Test Case #6 | Sorting products due to chosen filter: ""Price (high to low)""",""
"passed","Wed Jan 29 21:04:58 GMT 2025","Wed Jan 29 21:04:59 GMT 2025","1163","","Login Page tests suite","","","","Test Case #4 | Check that user can logout",""
"failed","Wed Jan 29 21:04:58 GMT 2025","Wed Jan 29 21:05:09 GMT 2025","10802","","Checkout Page tests suite","","","","Test Case #9 | Checkout without products",""
"passed","Wed Jan 29 21:05:03 GMT 2025","Wed Jan 29 21:05:04 GMT 2025","1680","","Inventory Page tests suite","","","","Test Case #7 | Checking footer LinkedIn icon & link",""
"passed","Wed Jan 29 21:04:58 GMT 2025","Wed Jan 29 21:04:58 GMT 2025","539","","Login Page tests suite","","","","Test Case #3 | Login with the user invalid login and the valid password",""
"passed","Wed Jan 29 21:04:59 GMT 2025","Wed Jan 29 21:04:59 GMT 2025","426","","Inventory Page tests suite","","","","Test Case #6 | Sorting products due to chosen filter: ""Name (Z to A)""",""
"passed","Wed Jan 29 21:04:55 GMT 2025","Wed Jan 29 21:04:57 GMT 2025","2604","","Inventory Page tests suite","","","","Test Case #6 | Sorting products due to chosen filter: ""Price (low to high)""",""
"passed","Wed Jan 29 21:04:58 GMT 2025","Wed Jan 29 21:04:59 GMT 2025","711","","Inventory Page tests suite","","","","Test Case #6 | Sorting products due to chosen filter: ""Name (A to Z)""",""
"passed","Wed Jan 29 21:04:55 GMT 2025","Wed Jan 29 21:04:58 GMT 2025","3131","","Cart Page tests suite","","","","Test Case #5 | Saving cart contents after logout/login",""
"passed","Wed Jan 29 21:04:57 GMT 2025","Wed Jan 29 21:04:58 GMT 2025","765","","Login Page tests suite","","","","Test Case #2 | Login with the user valid login and the invalid password",""
"passed","Wed Jan 29 21:04:59 GMT 2025","Wed Jan 29 21:05:01 GMT 2025","2146","","Inventory Page tests suite","","","","Test Case #7 | Checking footer Twitter icon & link",""
