"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 29 21:08:10 GMT 2025","Wed Jan 29 21:08:12 GMT 2025","2318","","Inventory Page tests suite","","","","Test Case #7 | Checking footer Twitter icon & link",""
"passed","Wed Jan 29 21:08:09 GMT 2025","Wed Jan 29 21:08:10 GMT 2025","474","","Inventory Page tests suite","","","","Test Case #6 | Sorting products due to chosen filter: ""Name (Z to A)""",""
"passed","Wed Jan 29 21:08:08 GMT 2025","Wed Jan 29 21:08:09 GMT 2025","555","","Login Page tests suite","","","","Test Case #3 | Login with the user invalid login and the valid password",""
"passed","Wed Jan 29 21:08:06 GMT 2025","Wed Jan 29 21:08:08 GMT 2025","2165","","Login Page tests suite","","","","Test Case #1 | Login with the user valid login and the valid password",""
"passed","Wed Jan 29 21:08:09 GMT 2025","Wed Jan 29 21:08:10 GMT 2025","1156","","Login Page tests suite","","","","Test Case #4 | Check that user can logout",""
"passed","Wed Jan 29 21:08:12 GMT 2025","Wed Jan 29 21:08:14 GMT 2025","1548","","Inventory Page tests suite","","","","Test Case #7 | Checking footer Facebook icon & link",""
"passed","Wed Jan 29 21:08:08 GMT 2025","Wed Jan 29 21:08:09 GMT 2025","803","","Inventory Page tests suite","","","","Test Case #6 | Sorting products due to chosen filter: ""Price (high to low)""",""
"passed","Wed Jan 29 21:08:05 GMT 2025","Wed Jan 29 21:08:09 GMT 2025","3443","","Checkout Page tests suite","","","","Test Case #8 | Valid checkout",""
"passed","Wed Jan 29 21:08:14 GMT 2025","Wed Jan 29 21:08:16 GMT 2025","2077","","Inventory Page tests suite","","","","Test Case #7 | Checking footer LinkedIn icon & link",""
"passed","Wed Jan 29 21:08:06 GMT 2025","Wed Jan 29 21:08:09 GMT 2025","3080","","Cart Page tests suite","","","","Test Case #5 | Saving cart contents after logout/login",""
"passed","Wed Jan 29 21:08:08 GMT 2025","Wed Jan 29 21:08:08 GMT 2025","805","","Login Page tests suite","","","","Test Case #2 | Login with the user valid login and the invalid password",""
"passed","Wed Jan 29 21:08:05 GMT 2025","Wed Jan 29 21:08:08 GMT 2025","2452","","Inventory Page tests suite","","","","Test Case #6 | Sorting products due to chosen filter: ""Price (low to high)""",""
"failed","Wed Jan 29 21:08:09 GMT 2025","Wed Jan 29 21:08:20 GMT 2025","10903","","Checkout Page tests suite","","","","Test Case #9 | Checkout without products",""
"passed","Wed Jan 29 21:08:09 GMT 2025","Wed Jan 29 21:08:09 GMT 2025","685","","Inventory Page tests suite","","","","Test Case #6 | Sorting products due to chosen filter: ""Name (A to Z)""",""
